claim_id,location,claim_type,value_paper,needs_block,claim,notes
tb4_m2_m2012_est,"Table B.4, p. 5",pipeline,30.59,TRUE,Table B.4 cell m2_m2012_est,
tb4_m4_m2012_est,"Table B.4, p. 5",pipeline,26.69,TRUE,Table B.4 cell m4_m2012_est,
tb4_m2_m2012_se,"Table B.4, p. 5",pipeline,19.24,TRUE,Table B.4 cell m2_m2012_se,
tb4_m4_m2012_se,"Table B.4, p. 5",pipeline,19.45,TRUE,Table B.4 cell m4_m2012_se,
tb4_m1_int_est,"Table B.4, p. 5",pipeline,-126.10,TRUE,Table B.4 cell m1_int_est,
tb4_m1_int_se,"Table B.4, p. 5",pipeline,64.62,TRUE,Table B.4 cell m1_int_se,
tb4_m2_int_est,"Table B.4, p. 5",pipeline,62.96,TRUE,Table B.4 cell m2_int_est,
tb4_m2_int_se,"Table B.4, p. 5",pipeline,19.54,TRUE,Table B.4 cell m2_int_se,
tb4_m3_int_est,"Table B.4, p. 5",pipeline,-127.86,TRUE,Table B.4 cell m3_int_est,
tb4_m3_int_se,"Table B.4, p. 5",pipeline,64.25,TRUE,Table B.4 cell m3_int_se,
tb4_m4_int_est,"Table B.4, p. 5",pipeline,61.80,TRUE,Table B.4 cell m4_int_est,
tb4_m4_int_se,"Table B.4, p. 5",pipeline,19.75,TRUE,Table B.4 cell m4_int_se,
tb4_m1_r2,"Table B.4, p. 5",pipeline,0.06,TRUE,Table B.4 cell m1_r2,
tb4_m1_nobs,"Table B.4, p. 5",pipeline,857,TRUE,Table B.4 cell m1_nobs,
tb4_m2_r2,"Table B.4, p. 5",pipeline,0.86,TRUE,Table B.4 cell m2_r2,
tb4_m2_nobs,"Table B.4, p. 5",pipeline,857,TRUE,Table B.4 cell m2_nobs,
tb4_m3_r2,"Table B.4, p. 5",pipeline,0.06,TRUE,Table B.4 cell m3_r2,
tb4_m3_nobs,"Table B.4, p. 5",pipeline,857,TRUE,Table B.4 cell m3_nobs,
tb4_m4_r2,"Table B.4, p. 5",pipeline,0.86,TRUE,Table B.4 cell m4_r2,
tb4_m4_nobs,"Table B.4, p. 5",pipeline,857,TRUE,Table B.4 cell m4_nobs,
tb4_m1_nclust,"Table B.4, p. 5",pipeline,154,TRUE,Table B.4 cell m1_nclust,
tb4_m2_nclust,"Table B.4, p. 5",pipeline,154,TRUE,Table B.4 cell m2_nclust,
tb4_m3_nclust,"Table B.4, p. 5",pipeline,154,TRUE,Table B.4 cell m3_nclust,
tb4_m4_nclust,"Table B.4, p. 5",pipeline,154,TRUE,Table B.4 cell m4_nclust,
tb5_m1_any_est,"Table B.5, p. 6",pipeline,-27.54,TRUE,Table B.5 cell m1_any_est,
tb5_m2_any_est,"Table B.5, p. 6",pipeline,9.18,TRUE,Table B.5 cell m2_any_est,
tb5_m1_any_se,"Table B.5, p. 6",pipeline,95.65,TRUE,Table B.5 cell m1_any_se,
tb5_m2_any_se,"Table B.5, p. 6",pipeline,23.16,TRUE,Table B.5 cell m2_any_se,
tb5_m3_tv1_est,"Table B.5, p. 6",pipeline,-159.45,TRUE,Table B.5 cell m3_tv1_est,
tb5_m4_tv1_est,"Table B.5, p. 6",pipeline,3.50,TRUE,Table B.5 cell m4_tv1_est,
tb5_m3_tv1_se,"Table B.5, p. 6",pipeline,142.82,TRUE,Table B.5 cell m3_tv1_se,
tb5_m4_tv1_se,"Table B.5, p. 6",pipeline,30.62,TRUE,Table B.5 cell m4_tv1_se,
tb5_m3_tv2_est,"Table B.5, p. 6",pipeline,102.95,TRUE,Table B.5 cell m3_tv2_est,
tb5_m4_tv2_est,"Table B.5, p. 6",pipeline,14.44,TRUE,Table B.5 cell m4_tv2_est,
tb5_m3_tv2_se,"Table B.5, p. 6",pipeline,90.25,TRUE,Table B.5 cell m3_tv2_se,
tb5_m4_tv2_se,"Table B.5, p. 6",pipeline,26.76,TRUE,Table B.5 cell m4_tv2_se,
tb5_m2_x2016_est,"Table B.5, p. 6",pipeline,0.87,TRUE,Table B.5 cell m2_x2016_est,
tb5_m4_x2016_est,"Table B.5, p. 6",pipeline,0.87,TRUE,Table B.5 cell m4_x2016_est,
tb5_m2_x2016_se,"Table B.5, p. 6",pipeline,0.02,TRUE,Table B.5 cell m2_x2016_se,
tb5_m4_x2016_se,"Table B.5, p. 6",pipeline,0.02,TRUE,Table B.5 cell m4_x2016_se,
tb5_m2_m2016_est,"Table B.5, p. 6",pipeline,781.56,TRUE,Table B.5 cell m2_m2016_est,
tb5_m4_m2016_est,"Table B.5, p. 6",pipeline,781.60,TRUE,Table B.5 cell m4_m2016_est,
tb5_m2_m2016_se,"Table B.5, p. 6",pipeline,137.19,TRUE,Table B.5 cell m2_m2016_se,
tb5_m4_m2016_se,"Table B.5, p. 6",pipeline,137.28,TRUE,Table B.5 cell m4_m2016_se,
tb5_m2_x2014_est,"Table B.5, p. 6",pipeline,0.01,TRUE,Table B.5 cell m2_x2014_est,
tb5_m4_x2014_est,"Table B.5, p. 6",pipeline,0.01,TRUE,Table B.5 cell m4_x2014_est,
tb5_m2_x2014_se,"Table B.5, p. 6",pipeline,0.03,TRUE,Table B.5 cell m2_x2014_se,
tb5_m4_x2014_se,"Table B.5, p. 6",pipeline,0.03,TRUE,Table B.5 cell m4_x2014_se,
tb5_m2_m2014_est,"Table B.5, p. 6",pipeline,-1.74,TRUE,Table B.5 cell m2_m2014_est,
tb5_m4_m2014_est,"Table B.5, p. 6",pipeline,-0.66,TRUE,Table B.5 cell m4_m2014_est,
tb5_m2_m2014_se,"Table B.5, p. 6",pipeline,41.36,TRUE,Table B.5 cell m2_m2014_se,
tb5_m4_m2014_se,"Table B.5, p. 6",pipeline,41.43,TRUE,Table B.5 cell m4_m2014_se,
tb5_m2_x2012_est,"Table B.5, p. 6",pipeline,-0.00,TRUE,Table B.5 cell m2_x2012_est,
tb5_m4_x2012_est,"Table B.5, p. 6",pipeline,-0.00,TRUE,Table B.5 cell m4_x2012_est,
tb5_m2_x2012_se,"Table B.5, p. 6",pipeline,0.04,TRUE,Table B.5 cell m2_x2012_se,
tb5_m4_x2012_se,"Table B.5, p. 6",pipeline,0.04,TRUE,Table B.5 cell m4_x2012_se,
tb5_m2_m2012_est,"Table B.5, p. 6",pipeline,-26.88,TRUE,Table B.5 cell m2_m2012_est,
tb5_m4_m2012_est,"Table B.5, p. 6",pipeline,-27.40,TRUE,Table B.5 cell m4_m2012_est,
tb5_m2_m2012_se,"Table B.5, p. 6",pipeline,49.84,TRUE,Table B.5 cell m2_m2012_se,
tb5_m4_m2012_se,"Table B.5, p. 6",pipeline,49.19,TRUE,Table B.5 cell m4_m2012_se,
tb5_m1_int_est,"Table B.5, p. 6",pipeline,1580.42,TRUE,Table B.5 cell m1_int_est,
tb5_m1_int_se,"Table B.5, p. 6",pipeline,90.56,TRUE,Table B.5 cell m1_int_se,
tb5_m2_int_est,"Table B.5, p. 6",pipeline,45.07,TRUE,Table B.5 cell m2_int_est,
tb5_m2_int_se,"Table B.5, p. 6",pipeline,56.87,TRUE,Table B.5 cell m2_int_se,
tb5_m3_int_est,"Table B.5, p. 6",pipeline,1568.81,TRUE,Table B.5 cell m3_int_est,
tb5_m3_int_se,"Table B.5, p. 6",pipeline,91.60,TRUE,Table B.5 cell m3_int_se,
tb5_m4_int_est,"Table B.5, p. 6",pipeline,45.31,TRUE,Table B.5 cell m4_int_est,
tb5_m4_int_se,"Table B.5, p. 6",pipeline,56.78,TRUE,Table B.5 cell m4_int_se,
tb5_m1_r2,"Table B.5, p. 6",pipeline,0.08,TRUE,Table B.5 cell m1_r2,
tb5_m1_nobs,"Table B.5, p. 6",pipeline,857,TRUE,Table B.5 cell m1_nobs,
tb5_m2_r2,"Table B.5, p. 6",pipeline,0.91,TRUE,Table B.5 cell m2_r2,
tb5_m2_nobs,"Table B.5, p. 6",pipeline,857,TRUE,Table B.5 cell m2_nobs,
tb5_m3_r2,"Table B.5, p. 6",pipeline,0.09,TRUE,Table B.5 cell m3_r2,
tb5_m3_nobs,"Table B.5, p. 6",pipeline,857,TRUE,Table B.5 cell m3_nobs,
tb5_m4_r2,"Table B.5, p. 6",pipeline,0.91,TRUE,Table B.5 cell m4_r2,
tb5_m4_nobs,"Table B.5, p. 6",pipeline,857,TRUE,Table B.5 cell m4_nobs,
tb5_m1_nclust,"Table B.5, p. 6",pipeline,154,TRUE,Table B.5 cell m1_nclust,
tb5_m2_nclust,"Table B.5, p. 6",pipeline,154,TRUE,Table B.5 cell m2_nclust,
tb5_m3_nclust,"Table B.5, p. 6",pipeline,154,TRUE,Table B.5 cell m3_nclust,
tb5_m4_nclust,"Table B.5, p. 6",pipeline,154,TRUE,Table B.5 cell m4_nclust,
te7_m1_int_est,"Table E.7, p. 10",pipeline,0.553,TRUE,Table E.7 cell m1_int_est,
te7_m1_int_se,"Table E.7, p. 10",pipeline,0.083,TRUE,Table E.7 cell m1_int_se,
te7_m1_x2016_est,"Table E.7, p. 10",pipeline,0.000,TRUE,Table E.7 cell m1_x2016_est,
te7_m1_x2016_se,"Table E.7, p. 10",pipeline,0.000,TRUE,Table E.7 cell m1_x2016_se,
te7_m1_m2016_est,"Table E.7, p. 10",pipeline,0.083,TRUE,Table E.7 cell m1_m2016_est,
te7_m1_m2016_se,"Table E.7, p. 10",pipeline,0.158,TRUE,Table E.7 cell m1_m2016_se,
te7_m1_x2014_est,"Table E.7, p. 10",pipeline,-0.000,TRUE,Table E.7 cell m1_x2014_est,
te7_m1_x2014_se,"Table E.7, p. 10",pipeline,0.000,TRUE,Table E.7 cell m1_x2014_se,
te7_m1_m2014_est,"Table E.7, p. 10",pipeline,0.096,TRUE,Table E.7 cell m1_m2014_est,
te7_m1_m2014_se,"Table E.7, p. 10",pipeline,0.080,TRUE,Table E.7 cell m1_m2014_se,
te7_m1_x2012_est,"Table E.7, p. 10",pipeline,-0.000,TRUE,Table E.7 cell m1_x2012_est,
te7_m1_x2012_se,"Table E.7, p. 10",pipeline,0.000,TRUE,Table E.7 cell m1_x2012_se,
te7_m1_m2012_est,"Table E.7, p. 10",pipeline,-0.122,TRUE,Table E.7 cell m1_m2012_est,
te7_m1_m2012_se,"Table E.7, p. 10",pipeline,0.087,TRUE,Table E.7 cell m1_m2012_se,
te7_m1_r2,"Table E.7, p. 10",pipeline,0.035,TRUE,Table E.7 cell m1_r2,
te7_m1_nobs,"Table E.7, p. 10",pipeline,1096,TRUE,Table E.7 cell m1_nobs,
te7_m1_nclust,"Table E.7, p. 10",pipeline,169,TRUE,Table E.7 cell m1_nclust,
tf8_m1_int_est,"Table F.8, p. 11",pipeline,0.500,TRUE,Table F.8 cell m1_int_est,
tf8_m1_int_se,"Table F.8, p. 11",pipeline,0.039,TRUE,Table F.8 cell m1_int_se,
tf8_m1_x2016_est,"Table F.8, p. 11",pipeline,0.000,TRUE,Table F.8 cell m1_x2016_est,
tf8_m1_x2016_se,"Table F.8, p. 11",pipeline,0.000,TRUE,Table F.8 cell m1_x2016_se,
tf8_m1_x2014_est,"Table F.8, p. 11",pipeline,-0.000,TRUE,Table F.8 cell m1_x2014_est,
tf8_m1_x2014_se,"Table F.8, p. 11",pipeline,0.000,TRUE,Table F.8 cell m1_x2014_se,
tf8_m1_x2012_est,"Table F.8, p. 11",pipeline,0.000,TRUE,Table F.8 cell m1_x2012_est,
tf8_m1_x2012_se,"Table F.8, p. 11",pipeline,0.000,TRUE,Table F.8 cell m1_x2012_se,
tf8_m1_r2,"Table F.8, p. 11",pipeline,0.009,TRUE,Table F.8 cell m1_r2,
tf8_m1_nobs,"Table F.8, p. 11",pipeline,210,TRUE,Table F.8 cell m1_nobs,
tf9_m1_any_est,"Table F.9, p. 12",pipeline,0.0099,TRUE,Table F.9 cell m1_any_est,
tf9_m2_any_est,"Table F.9, p. 12",pipeline,0.0015,TRUE,Table F.9 cell m2_any_est,
tf9_m1_any_se,"Table F.9, p. 12",pipeline,0.0145,TRUE,Table F.9 cell m1_any_se,
tf9_m2_any_se,"Table F.9, p. 12",pipeline,0.0088,TRUE,Table F.9 cell m2_any_se,
tf9_m3_tv1_est,"Table F.9, p. 12",pipeline,0.0167,TRUE,Table F.9 cell m3_tv1_est,
tf9_m4_tv1_est,"Table F.9, p. 12",pipeline,0.0055,TRUE,Table F.9 cell m4_tv1_est,
tf9_m3_tv1_se,"Table F.9, p. 12",pipeline,0.0178,TRUE,Table F.9 cell m3_tv1_se,
tf9_m4_tv1_se,"Table F.9, p. 12",pipeline,0.0086,TRUE,Table F.9 cell m4_tv1_se,
tf9_m3_tv2_est,"Table F.9, p. 12",pipeline,0.0030,TRUE,Table F.9 cell m3_tv2_est,
tf9_m4_tv2_est,"Table F.9, p. 12",pipeline,-0.0025,TRUE,Table F.9 cell m4_tv2_est,
tf9_m3_tv2_se,"Table F.9, p. 12",pipeline,0.0181,TRUE,Table F.9 cell m3_tv2_se,
tf9_m4_tv2_se,"Table F.9, p. 12",pipeline,0.0128,TRUE,Table F.9 cell m4_tv2_se,
tf9_m2_x2016_est,"Table F.9, p. 12",pipeline,0.7451,TRUE,Table F.9 cell m2_x2016_est,
tf9_m4_x2016_est,"Table F.9, p. 12",pipeline,0.7449,TRUE,Table F.9 cell m4_x2016_est,
tf9_m2_x2016_se,"Table F.9, p. 12",pipeline,0.0593,TRUE,Table F.9 cell m2_x2016_se,
tf9_m4_x2016_se,"Table F.9, p. 12",pipeline,0.0592,TRUE,Table F.9 cell m4_x2016_se,
tf9_m2_x2014_est,"Table F.9, p. 12",pipeline,0.0476,TRUE,Table F.9 cell m2_x2014_est,
tf9_m4_x2014_est,"Table F.9, p. 12",pipeline,0.0463,TRUE,Table F.9 cell m4_x2014_est,
tf9_m2_x2014_se,"Table F.9, p. 12",pipeline,0.0235,TRUE,Table F.9 cell m2_x2014_se,
tf9_m4_x2014_se,"Table F.9, p. 12",pipeline,0.0238,TRUE,Table F.9 cell m4_x2014_se,
tf9_m2_m2014_est,"Table F.9, p. 12",pipeline,4.8184,TRUE,Table F.9 cell m2_m2014_est,
tf9_m4_m2014_est,"Table F.9, p. 12",pipeline,4.6876,TRUE,Table F.9 cell m4_m2014_est,
tf9_m2_m2014_se,"Table F.9, p. 12",pipeline,2.3429,TRUE,Table F.9 cell m2_m2014_se,
tf9_m4_m2014_se,"Table F.9, p. 12",pipeline,2.3766,TRUE,Table F.9 cell m4_m2014_se,
tf9_m2_x2012_est,"Table F.9, p. 12",pipeline,-0.0031,TRUE,Table F.9 cell m2_x2012_est,
tf9_m4_x2012_est,"Table F.9, p. 12",pipeline,-0.0006,TRUE,Table F.9 cell m4_x2012_est,
tf9_m2_x2012_se,"Table F.9, p. 12",pipeline,0.0444,TRUE,Table F.9 cell m2_x2012_se,
tf9_m4_x2012_se,"Table F.9, p. 12",pipeline,0.0453,TRUE,Table F.9 cell m4_x2012_se,
tf9_m2_m2012_est,"Table F.9, p. 12",pipeline,-0.2794,TRUE,Table F.9 cell m2_m2012_est,
tf9_m4_m2012_est,"Table F.9, p. 12",pipeline,-0.0337,TRUE,Table F.9 cell m4_m2012_est,
tf9_m2_m2012_se,"Table F.9, p. 12",pipeline,4.4175,TRUE,Table F.9 cell m2_m2012_se,
tf9_m4_m2012_se,"Table F.9, p. 12",pipeline,4.5047,TRUE,Table F.9 cell m4_m2012_se,
tf9_m1_int_est,"Table F.9, p. 12",pipeline,0.4652,TRUE,Table F.9 cell m1_int_est,
tf9_m1_int_se,"Table F.9, p. 12",pipeline,0.0099,TRUE,Table F.9 cell m1_int_se,
tf9_m2_int_est,"Table F.9, p. 12",pipeline,0.1101,TRUE,Table F.9 cell m2_int_est,
tf9_m2_int_se,"Table F.9, p. 12",pipeline,0.0210,TRUE,Table F.9 cell m2_int_se,
tf9_m3_int_est,"Table F.9, p. 12",pipeline,0.4652,TRUE,Table F.9 cell m3_int_est,
tf9_m3_int_se,"Table F.9, p. 12",pipeline,0.0099,TRUE,Table F.9 cell m3_int_se,
tf9_m4_int_est,"Table F.9, p. 12",pipeline,0.1097,TRUE,Table F.9 cell m4_int_est,
tf9_m4_int_se,"Table F.9, p. 12",pipeline,0.0209,TRUE,Table F.9 cell m4_int_se,
tf9_m1_r2,"Table F.9, p. 12",pipeline,0.0022,TRUE,Table F.9 cell m1_r2,
tf9_m1_nobs,"Table F.9, p. 12",pipeline,210,TRUE,Table F.9 cell m1_nobs,
tf9_m2_r2,"Table F.9, p. 12",pipeline,0.6607,TRUE,Table F.9 cell m2_r2,
tf9_m2_nobs,"Table F.9, p. 12",pipeline,210,TRUE,Table F.9 cell m2_nobs,
tf9_m3_r2,"Table F.9, p. 12",pipeline,0.0044,TRUE,Table F.9 cell m3_r2,
tf9_m3_nobs,"Table F.9, p. 12",pipeline,210,TRUE,Table F.9 cell m3_nobs,
tf9_m4_r2,"Table F.9, p. 12",pipeline,0.6614,TRUE,Table F.9 cell m4_r2,
tf9_m4_nobs,"Table F.9, p. 12",pipeline,210,TRUE,Table F.9 cell m4_nobs,
tf10_m1_any_est,"Table F.10, p. 13",pipeline,68.5920,TRUE,Table F.10 cell m1_any_est,
tf10_m2_any_est,"Table F.10, p. 13",pipeline,-77.2672,TRUE,Table F.10 cell m2_any_est,
tf10_m1_any_se,"Table F.10, p. 13",pipeline,269.4097,TRUE,Table F.10 cell m1_any_se,
tf10_m2_any_se,"Table F.10, p. 13",pipeline,156.3489,TRUE,Table F.10 cell m2_any_se,
tf10_m3_tv1_est,"Table F.10, p. 13",pipeline,9.3438,TRUE,Table F.10 cell m3_tv1_est,
tf10_m4_tv1_est,"Table F.10, p. 13",pipeline,-132.2842,TRUE,Table F.10 cell m4_tv1_est,
tf10_m3_tv1_se,"Table F.10, p. 13",pipeline,275.9061,TRUE,Table F.10 cell m3_tv1_se,
tf10_m4_tv1_se,"Table F.10, p. 13",pipeline,177.3083,TRUE,Table F.10 cell m4_tv1_se,
tf10_m3_tv2_est,"Table F.10, p. 13",pipeline,127.8401,TRUE,Table F.10 cell m3_tv2_est,
tf10_m4_tv2_est,"Table F.10, p. 13",pipeline,-23.5587,TRUE,Table F.10 cell m4_tv2_est,
tf10_m3_tv2_se,"Table F.10, p. 13",pipeline,384.5197,TRUE,Table F.10 cell m3_tv2_se,
tf10_m4_tv2_se,"Table F.10, p. 13",pipeline,211.4121,TRUE,Table F.10 cell m4_tv2_se,
tf10_m2_x2016_est,"Table F.10, p. 13",pipeline,0.5251,TRUE,Table F.10 cell m2_x2016_est,
tf10_m4_x2016_est,"Table F.10, p. 13",pipeline,0.5242,TRUE,Table F.10 cell m4_x2016_est,
tf10_m2_x2016_se,"Table F.10, p. 13",pipeline,0.0550,TRUE,Table F.10 cell m2_x2016_se,
tf10_m4_x2016_se,"Table F.10, p. 13",pipeline,0.0554,TRUE,Table F.10 cell m4_x2016_se,
tf10_m2_x2014_est,"Table F.10, p. 13",pipeline,0.1689,TRUE,Table F.10 cell m2_x2014_est,
tf10_m4_x2014_est,"Table F.10, p. 13",pipeline,0.1703,TRUE,Table F.10 cell m4_x2014_est,
tf10_m2_x2014_se,"Table F.10, p. 13",pipeline,0.0567,TRUE,Table F.10 cell m2_x2014_se,
tf10_m4_x2014_se,"Table F.10, p. 13",pipeline,0.0576,TRUE,Table F.10 cell m4_x2014_se,
tf10_m2_m2014_est,"Table F.10, p. 13",pipeline,-255.9467,TRUE,Table F.10 cell m2_m2014_est,
tf10_m4_m2014_est,"Table F.10, p. 13",pipeline,-246.7978,TRUE,Table F.10 cell m4_m2014_est,
tf10_m2_m2014_se,"Table F.10, p. 13",pipeline,113.4945,TRUE,Table F.10 cell m2_m2014_se,
tf10_m4_m2014_se,"Table F.10, p. 13",pipeline,130.5084,TRUE,Table F.10 cell m4_m2014_se,
tf10_m2_x2012_est,"Table F.10, p. 13",pipeline,-0.2590,TRUE,Table F.10 cell m2_x2012_est,
tf10_m4_x2012_est,"Table F.10, p. 13",pipeline,-0.2587,TRUE,Table F.10 cell m4_x2012_est,
tf10_m2_x2012_se,"Table F.10, p. 13",pipeline,0.1175,TRUE,Table F.10 cell m2_x2012_se,
tf10_m4_x2012_se,"Table F.10, p. 13",pipeline,0.1173,TRUE,Table F.10 cell m4_x2012_se,
tf10_m2_m2012_est,"Table F.10, p. 13",pipeline,91.8170,TRUE,Table F.10 cell m2_m2012_est,
tf10_m4_m2012_est,"Table F.10, p. 13",pipeline,112.0516,TRUE,Table F.10 cell m4_m2012_est,
tf10_m2_m2012_se,"Table F.10, p. 13",pipeline,136.4758,TRUE,Table F.10 cell m2_m2012_se,
tf10_m4_m2012_se,"Table F.10, p. 13",pipeline,139.7764,TRUE,Table F.10 cell m4_m2012_se,
tf10_m1_int_est,"Table F.10, p. 13",pipeline,-408.7512,TRUE,Table F.10 cell m1_int_est,
tf10_m1_int_se,"Table F.10, p. 13",pipeline,183.9857,TRUE,Table F.10 cell m1_int_se,
tf10_m2_int_est,"Table F.10, p. 13",pipeline,203.0807,TRUE,Table F.10 cell m2_int_est,
tf10_m2_int_se,"Table F.10, p. 13",pipeline,136.3052,TRUE,Table F.10 cell m2_int_se,
tf10_m3_int_est,"Table F.10, p. 13",pipeline,-408.7512,TRUE,Table F.10 cell m3_int_est,
tf10_m3_int_se,"Table F.10, p. 13",pipeline,183.9857,TRUE,Table F.10 cell m3_int_se,
tf10_m4_int_est,"Table F.10, p. 13",pipeline,201.2060,TRUE,Table F.10 cell m4_int_est,
tf10_m4_int_se,"Table F.10, p. 13",pipeline,136.3445,TRUE,Table F.10 cell m4_int_se,
tf10_m1_r2,"Table F.10, p. 13",pipeline,0.0003,TRUE,Table F.10 cell m1_r2,
tf10_m1_nobs,"Table F.10, p. 13",pipeline,210,TRUE,Table F.10 cell m1_nobs,
tf10_m2_r2,"Table F.10, p. 13",pipeline,0.6543,TRUE,Table F.10 cell m2_r2,
tf10_m2_nobs,"Table F.10, p. 13",pipeline,210,TRUE,Table F.10 cell m2_nobs,
tf10_m3_r2,"Table F.10, p. 13",pipeline,0.0008,TRUE,Table F.10 cell m3_r2,
tf10_m3_nobs,"Table F.10, p. 13",pipeline,210,TRUE,Table F.10 cell m3_nobs,
tf10_m4_r2,"Table F.10, p. 13",pipeline,0.6547,TRUE,Table F.10 cell m4_r2,
tf10_m4_nobs,"Table F.10, p. 13",pipeline,210,TRUE,Table F.10 cell m4_nobs,
tf11_m1_any_est,"Table F.11, p. 14",pipeline,-89.8289,TRUE,Table F.11 cell m1_any_est,
tf11_m2_any_est,"Table F.11, p. 14",pipeline,195.6585,TRUE,Table F.11 cell m2_any_est,
tf11_m1_any_se,"Table F.11, p. 14",pipeline,953.4329,TRUE,Table F.11 cell m1_any_se,
tf11_m2_any_se,"Table F.11, p. 14",pipeline,526.4417,TRUE,Table F.11 cell m2_any_se,
tf11_m3_tv1_est,"Table F.11, p. 14",pipeline,-439.0957,TRUE,Table F.11 cell m3_tv1_est,
tf11_m4_tv1_est,"Table F.11, p. 14",pipeline,1018.5754,TRUE,Table F.11 cell m4_tv1_est,
tf11_m3_tv1_se,"Table F.11, p. 14",pipeline,1125.3363,TRUE,Table F.11 cell m3_tv1_se,
tf11_m4_tv1_se,"Table F.11, p. 14",pipeline,685.7638,TRUE,Table F.11 cell m4_tv1_se,
tf11_m3_tv2_est,"Table F.11, p. 14",pipeline,259.4380,TRUE,Table F.11 cell m3_tv2_est,
tf11_m4_tv2_est,"Table F.11, p. 14",pipeline,-590.5218,TRUE,Table F.11 cell m4_tv2_est,
tf11_m3_tv2_se,"Table F.11, p. 14",pipeline,1182.4407,TRUE,Table F.11 cell m3_tv2_se,
tf11_m4_tv2_se,"Table F.11, p. 14",pipeline,631.3777,TRUE,Table F.11 cell m4_tv2_se,
tf11_m2_x2016_est,"Table F.11, p. 14",pipeline,0.5533,TRUE,Table F.11 cell m2_x2016_est,
tf11_m4_x2016_est,"Table F.11, p. 14",pipeline,0.5594,TRUE,Table F.11 cell m4_x2016_est,
tf11_m2_x2016_se,"Table F.11, p. 14",pipeline,0.0735,TRUE,Table F.11 cell m2_x2016_se,
tf11_m4_x2016_se,"Table F.11, p. 14",pipeline,0.0716,TRUE,Table F.11 cell m4_x2016_se,
tf11_m2_x2014_est,"Table F.11, p. 14",pipeline,0.3027,TRUE,Table F.11 cell m2_x2014_est,
tf11_m4_x2014_est,"Table F.11, p. 14",pipeline,0.3062,TRUE,Table F.11 cell m4_x2014_est,
tf11_m2_x2014_se,"Table F.11, p. 14",pipeline,0.0840,TRUE,Table F.11 cell m2_x2014_se,
tf11_m4_x2014_se,"Table F.11, p. 14",pipeline,0.0817,TRUE,Table F.11 cell m4_x2014_se,
tf11_m2_m2014_est,"Table F.11, p. 14",pipeline,-711.4928,TRUE,Table F.11 cell m2_m2014_est,
tf11_m4_m2014_est,"Table F.11, p. 14",pipeline,-810.5134,TRUE,Table F.11 cell m4_m2014_est,
tf11_m2_m2014_se,"Table F.11, p. 14",pipeline,393.1901,TRUE,Table F.11 cell m2_m2014_se,
tf11_m4_m2014_se,"Table F.11, p. 14",pipeline,664.3380,TRUE,Table F.11 cell m4_m2014_se,
tf11_m2_x2012_est,"Table F.11, p. 14",pipeline,-0.4790,TRUE,Table F.11 cell m2_x2012_est,
tf11_m4_x2012_est,"Table F.11, p. 14",pipeline,-0.4852,TRUE,Table F.11 cell m4_x2012_est,
tf11_m2_x2012_se,"Table F.11, p. 14",pipeline,0.1361,TRUE,Table F.11 cell m2_x2012_se,
tf11_m4_x2012_se,"Table F.11, p. 14",pipeline,0.1344,TRUE,Table F.11 cell m4_x2012_se,
tf11_m2_m2012_est,"Table F.11, p. 14",pipeline,-1718.2381,TRUE,Table F.11 cell m2_m2012_est,
tf11_m4_m2012_est,"Table F.11, p. 14",pipeline,-1990.3628,TRUE,Table F.11 cell m4_m2012_est,
tf11_m2_m2012_se,"Table F.11, p. 14",pipeline,865.2703,TRUE,Table F.11 cell m2_m2012_se,
tf11_m4_m2012_se,"Table F.11, p. 14",pipeline,924.3390,TRUE,Table F.11 cell m4_m2012_se,
tf11_m1_int_est,"Table F.11, p. 14",pipeline,7811.4898,TRUE,Table F.11 cell m1_int_est,
tf11_m1_int_se,"Table F.11, p. 14",pipeline,701.0554,TRUE,Table F.11 cell m1_int_se,
tf11_m2_int_est,"Table F.11, p. 14",pipeline,2332.4258,TRUE,Table F.11 cell m2_int_est,
tf11_m2_int_se,"Table F.11, p. 14",pipeline,1138.7188,TRUE,Table F.11 cell m2_int_se,
tf11_m3_int_est,"Table F.11, p. 14",pipeline,7811.4898,TRUE,Table F.11 cell m3_int_est,
tf11_m3_int_se,"Table F.11, p. 14",pipeline,701.0554,TRUE,Table F.11 cell m3_int_se,
tf11_m4_int_est,"Table F.11, p. 14",pipeline,2292.1032,TRUE,Table F.11 cell m4_int_est,
tf11_m4_int_se,"Table F.11, p. 14",pipeline,1112.1093,TRUE,Table F.11 cell m4_int_se,
tf11_m1_r2,"Table F.11, p. 14",pipeline,0.0000,TRUE,Table F.11 cell m1_r2,
tf11_m1_nobs,"Table F.11, p. 14",pipeline,210,TRUE,Table F.11 cell m1_nobs,
tf11_m2_r2,"Table F.11, p. 14",pipeline,0.6781,TRUE,Table F.11 cell m2_r2,
tf11_m2_nobs,"Table F.11, p. 14",pipeline,210,TRUE,Table F.11 cell m2_nobs,
tf11_m3_r2,"Table F.11, p. 14",pipeline,0.0013,TRUE,Table F.11 cell m3_r2,
tf11_m3_nobs,"Table F.11, p. 14",pipeline,210,TRUE,Table F.11 cell m3_nobs,
tf11_m4_r2,"Table F.11, p. 14",pipeline,0.6848,TRUE,Table F.11 cell m4_r2,
tf11_m4_nobs,"Table F.11, p. 14",pipeline,210,TRUE,Table F.11 cell m4_nobs,
tc6_share_dim_sd,"Table C.6, p. 7",pipeline,0.165,TRUE,Table C.6 share DIM sd,
